"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","FREQ.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"W10080301",11,"Frequency Version C","FUTURE","PAST","Study1","S",2385,"50",1770,"past",100,100
"w10092415_DA",11,"Frequency Version C","FUTURE","PAST","Study1","S",4136,"86",3169,"past",100,100
"w944315",11,"Frequency Version C","FUTURE","PAST","Study1","S",2415,"75",3257,"past",100,100
"w960899",11,"Frequency Version C","FUTURE","PAST","Study1","S",3092,"90",1962,"past",100,100
"w969987_kf",11,"Frequency Version C","FUTURE","PAST","Study1","S",1960,"50",2852,"past",100,100
"w997785_npg",11,"Frequency Version C","FUTURE","PAST","Study1","S",5604,"97",6584,"Past",100,100
"938419",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",4484,"50",7813,"Height ",100,100
"952757",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",3911,"95",1867,"Height",100,100
"966527",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",3723,"80",3281,"Height",100,100
"w10029912",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",3516,"86",3167,"height",100,100
"W10080301",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",5746,"60",2526,"height",100,100
"w10092415_DA",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",3223,"90",7502,"height",100,100
"w944315",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",5530,"80",2916,"height",100,100
"w960899",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",2725,"100",2077,"height",100,100
"w969987_kf",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",2900,"70",6630,"height ",100,100
"w997785_npg",11,"Frequency Version C","GROWTH","HEIGHT","Study1","F",5548,"69",4994,"Tall",20,0
"938419",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",5459,"50",5393,"Build ",36.363636363636,0
"952757",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",3262,"100",2174,"Chisel",100,100
"966527",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",2849,"0",5445,"",0,0
"w10029912",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",3009,"35",4753,"nail",40,0
"W10080301",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",6520,"8",6867,"swivel",50,0
"w10092415_DA",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",4512,"76",4022,"boring",16.666666666667,0
"w944315",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",6630,"75",4127,"chisel",100,100
"w960899",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",6171,"60",3036,"chisel",100,100
"w969987_kf",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",1240,NA,5178,"nail",40,0
"w997785_npg",11,"Frequency Version C","HAMMER","CHISEL","Study1","B",5267,"40",3711,"Sickle",33.333333333333,100
"938419",11,"Frequency Version C","HAND","FIX","Study1","U",3724,"8",4823,"Write ",25,0
"952757",11,"Frequency Version C","HAND","FIX","Study1","U",5141,"10",7703,"Foot",28.57142857,0
"966527",11,"Frequency Version C","HAND","FIX","Study1","U",2711,"0",1661,"",0,0
"w10029912",11,"Frequency Version C","HAND","FIX","Study1","U",3352,"74",2235,"work",0,0
"W10080301",11,"Frequency Version C","HAND","FIX","Study1","U",6592,"35",4010,"fix",100,100
"w10092415_DA",11,"Frequency Version C","HAND","FIX","Study1","U",5611,"47",7248,"flow",28.571428571429,0
"w944315",11,"Frequency Version C","HAND","FIX","Study1","U",15272,"15",2593,"fix",100,100
"w960899",11,"Frequency Version C","HAND","FIX","Study1","U",2887,"0",1727,"fiz",66.666666666667,0
"w969987_kf",11,"Frequency Version C","HAND","FIX","Study1","U",3055,"10",2277,"foot",28.571428571429,0
"w997785_npg",11,"Frequency Version C","HAND","FIX","Study1","U",6508,"21",5891,"Arm",0,0
"938419",11,"Frequency Version C","HUNGRY","PARK","Study1","U",3809,"0",5222,"Food ",0,0
"952757",11,"Frequency Version C","HUNGRY","PARK","Study1","U",10377,"25",2062,"Famine",20,0
"966527",11,"Frequency Version C","HUNGRY","PARK","Study1","U",3651,"0",1980,"",0,0
"w10029912",11,"Frequency Version C","HUNGRY","PARK","Study1","U",3182,"2",3437,"famine",20,0
"W10080301",11,"Frequency Version C","HUNGRY","PARK","Study1","U",3479,"35",6434,"famine",20,0
"w10092415_DA",11,"Frequency Version C","HUNGRY","PARK","Study1","U",3039,"2",7765,"Famine",20,0
"w944315",11,"Frequency Version C","HUNGRY","PARK","Study1","U",7032,"25",7058,"famine ",20,0
"w960899",11,"Frequency Version C","HUNGRY","PARK","Study1","U",2854,"0",2726,"famine",20,0
"w969987_kf",11,"Frequency Version C","HUNGRY","PARK","Study1","U",2324,"0",2487,"food",0,0
"w997785_npg",11,"Frequency Version C","HUNGRY","PARK","Study1","U",7318,"11",4053,"Famine",20,0
"938419",11,"Frequency Version C","JURY","TRIAL","Study1","S",5454,"90",7167,"Trial ",100,100
"952757",11,"Frequency Version C","JURY","TRIAL","Study1","S",1954,"100",2385,"Trial",100,100
"966527",11,"Frequency Version C","JURY","TRIAL","Study1","S",2392,"90",8831,"Judge",0,0
"w10029912",11,"Frequency Version C","JURY","TRIAL","Study1","S",3172,"99",1956,"trial",100,100
"W10080301",11,"Frequency Version C","JURY","TRIAL","Study1","S",5086,"95",3159,"case",22.222222222222,0
"w10092415_DA",11,"Frequency Version C","JURY","TRIAL","Study1","S",25355,"100",5567,"trail",80,100
"w944315",11,"Frequency Version C","JURY","TRIAL","Study1","S",6126,"99",4019,"trial",100,100
"w960899",11,"Frequency Version C","JURY","TRIAL","Study1","S",3704,"100",1916,"trial",100,100
"w969987_kf",11,"Frequency Version C","JURY","TRIAL","Study1","S",1798,"80",1971,"court",20,0
"w997785_npg",11,"Frequency Version C","JURY","TRIAL","Study1","S",4313,"98",2911,"Trial",100,100
"938419",11,"Frequency Version C","LATCH","KEY","Study1","F",4054,"50",4944,"Open ",28.571428571429,0
"952757",11,"Frequency Version C","LATCH","KEY","Study1","F",3231,"100",1937,"Ket",66.66666667,0
"966527",11,"Frequency Version C","LATCH","KEY","Study1","F",2956,"23",2232,"",0,0
"w10029912",11,"Frequency Version C","LATCH","KEY","Study1","F",2910,"84",5892,"hold",0,0
"W10080301",11,"Frequency Version C","LATCH","KEY","Study1","F",23844,"30",2459,"",0,0
"w10092415_DA",11,"Frequency Version C","LATCH","KEY","Study1","F",3228,"88",3031,"key",100,100
"w944315",11,"Frequency Version C","LATCH","KEY","Study1","F",4101,"60",2118,"key",100,100
"w960899",11,"Frequency Version C","LATCH","KEY","Study1","F",2283,"0",1841,"key",100,100
"w969987_kf",11,"Frequency Version C","LATCH","KEY","Study1","F",1570,"60",3526,"attach",0,0
"w997785_npg",11,"Frequency Version C","LATCH","KEY","Study1","F",3941,"10",4958,"Not sure",18.181818181818,0
"938419",11,"Frequency Version C","LION","ART","Study1","U",6724,"9",7740,"Art ",100,100
"952757",11,"Frequency Version C","LION","ART","Study1","U",3873,"5",962,"",0,0
"966527",11,"Frequency Version C","LION","ART","Study1","U",1554,"0",2631,"",0,0
"w10029912",11,"Frequency Version C","LION","ART","Study1","U",2878,"34",2099,"art",100,100
"W10080301",11,"Frequency Version C","LION","ART","Study1","U",13018,"25",2285,"art",100,100
"w10092415_DA",11,"Frequency Version C","LION","ART","Study1","U",2423,"5",7899,"Tiger",25,0
"w944315",11,"Frequency Version C","LION","ART","Study1","U",7348,"5",2108,"art",100,100
"w960899",11,"Frequency Version C","LION","ART","Study1","U",2170,"0",2981,"art",100,100
"w969987_kf",11,"Frequency Version C","LION","ART","Study1","U",1074,"0",3359,"mane",28.571428571429,0
"w997785_npg",11,"Frequency Version C","LION","ART","Study1","U",5536,"8",4269,"King",0,0
"938419",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",6417,"10",6421,"Kidney ",100,100
"952757",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",3240,"60",4836,"Kidney",100,100
"966527",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",6731,"56",3205,"Kidney",100,100
"w10029912",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",4109,"79",1898,"kidney",100,100
"W10080301",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",11145,"50",2537,"kidney",100,100
"w10092415_DA",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",2602,"100",3449,"kidney",100,100
"w944315",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",8339,"50",3191,"kidney",100,100
"w960899",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",4523,"80",4288,"kidney",100,100
"w969987_kf",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",1761,"70",1178,"",0,0
"w997785_npg",11,"Frequency Version C","LIVER","KIDNEY","Study1","S",4226,"78",5318,"Intestine",40,0
"938419",11,"Frequency Version C","MONEY","WAGE","Study1","B",4271,"80",4312,"Cash ",25,0
"952757",11,"Frequency Version C","MONEY","WAGE","Study1","B",4528,"50",5687,"Amou t",20,0
"966527",11,"Frequency Version C","MONEY","WAGE","Study1","B",4066,"90",4122,"Wage",100,100
"w10029912",11,"Frequency Version C","MONEY","WAGE","Study1","B",3746,"100",2622,"wage",100,100
"W10080301",11,"Frequency Version C","MONEY","WAGE","Study1","B",8403,"55",2929,"amount",20,0
"w10092415_DA",11,"Frequency Version C","MONEY","WAGE","Study1","B",3518,"98",5931,"would",22.222222222222,0
"w944315",11,"Frequency Version C","MONEY","WAGE","Study1","B",2453,"50",9773,"",0,0
"w960899",11,"Frequency Version C","MONEY","WAGE","Study1","B",2006,"100",3759,"",0,0
"w969987_kf",11,"Frequency Version C","MONEY","WAGE","Study1","B",3399,"20",2093,"cash",25,0
"w997785_npg",11,"Frequency Version C","MONEY","WAGE","Study1","B",3787,"91",13957,"Payment",36.363636363636,0
"938419",11,"Frequency Version C","NEWS","EDITOR","Study1","B",3838,"80",10352,"Channel ",15.384615384615,0
"952757",11,"Frequency Version C","NEWS","EDITOR","Study1","B",4485,"50",1235,"",0,0
"966527",11,"Frequency Version C","NEWS","EDITOR","Study1","B",5844,"100",5364,"Flash",0,0
"w10029912",11,"Frequency Version C","NEWS","EDITOR","Study1","B",2624,"55",2881,"editor",100,100
"W10080301",11,"Frequency Version C","NEWS","EDITOR","Study1","B",13171,"75",4326,"reporter",42.857142857143,0
"w10092415_DA",11,"Frequency Version C","NEWS","EDITOR","Study1","B",2429,"100",4231,"Editor",100,100
"w944315",11,"Frequency Version C","NEWS","EDITOR","Study1","B",3504,"90",3591,"editor",100,100
"w960899",11,"Frequency Version C","NEWS","EDITOR","Study1","B",2949,"90",5087,"editor",100,100
"w969987_kf",11,"Frequency Version C","NEWS","EDITOR","Study1","B",2238,"40",1582,"paper",36.363636363636,0
"w997785_npg",11,"Frequency Version C","NEWS","EDITOR","Study1","B",4438,"74",4127,"Paper",36.363636363636,0
"938419",11,"Frequency Version C","OUT","WAY","Study1","B",5291,"10",4904,"In ",0,0
"952757",11,"Frequency Version C","OUT","WAY","Study1","B",3541,"20",6315,"Out",0,0
"966527",11,"Frequency Version C","OUT","WAY","Study1","B",2261,"0",3755,"In",0,0
"w10029912",11,"Frequency Version C","OUT","WAY","Study1","B",4201,"78",1465,"in",0,0
"W10080301",11,"Frequency Version C","OUT","WAY","Study1","B",6906,"85",1769,"",0,0
"w10092415_DA",11,"Frequency Version C","OUT","WAY","Study1","B",6394,"50",2834,"In",0,0
"w944315",11,"Frequency Version C","OUT","WAY","Study1","B",5235,"50",13556,"Tuck",0,0
"w960899",11,"Frequency Version C","OUT","WAY","Study1","B",1735,"100",1520,"way",100,100
"w969987_kf",11,"Frequency Version C","OUT","WAY","Study1","B",2447,"0",2503,"side",0,0
"w997785_npg",11,"Frequency Version C","OUT","WAY","Study1","B",4492,"32",4279,"Side",0,0
"938419",11,"Frequency Version C","PILOT","PLANE","Study1","F",6173,"99",4657,"Plane ",100,100
"952757",11,"Frequency Version C","PILOT","PLANE","Study1","F",1458,"100",3039,"Plane",100,100
"966527",11,"Frequency Version C","PILOT","PLANE","Study1","F",4338,"98",3304,"Plane",100,100
"w10029912",11,"Frequency Version C","PILOT","PLANE","Study1","F",4426,"100",2101,"plane",100,100
"W10080301",11,"Frequency Version C","PILOT","PLANE","Study1","F",3182,"76",3932,"airplane",76.923076923077,0
"w10092415_DA",11,"Frequency Version C","PILOT","PLANE","Study1","F",2636,"2",6046,"Flight",18.181818181818,0
"w944315",11,"Frequency Version C","PILOT","PLANE","Study1","F",2665,"50",2181,"plane",100,100
"w960899",11,"Frequency Version C","PILOT","PLANE","Study1","F",2075,"100",1740,"plane",100,100
"w969987_kf",11,"Frequency Version C","PILOT","PLANE","Study1","F",3385,"100",1995,"plane",100,100
"w997785_npg",11,"Frequency Version C","PILOT","PLANE","Study1","F",3733,"95",2642,"Plane",100,100
"938419",11,"Frequency Version C","PLANT","ROOT","Study1","B",4109,"50",5199,"Tree ",25,0
"952757",11,"Frequency Version C","PLANT","ROOT","Study1","B",3336,"50",3661,"Root",100,100
"966527",11,"Frequency Version C","PLANT","ROOT","Study1","B",5270,"67",2536,"Root",100,100
"w10029912",11,"Frequency Version C","PLANT","ROOT","Study1","B",2381,"95",1584,"root",100,100
"W10080301",11,"Frequency Version C","PLANT","ROOT","Study1","B",2862,"50",4250,"roots",88.888888888889,100
"w10092415_DA",11,"Frequency Version C","PLANT","ROOT","Study1","B",6220,"99",3472,"root",100,100
"w944315",11,"Frequency Version C","PLANT","ROOT","Study1","B",4787,"35",6617,"root",100,100
"w960899",11,"Frequency Version C","PLANT","ROOT","Study1","B",8514,"70",3070,"root",100,100
"w969987_kf",11,"Frequency Version C","PLANT","ROOT","Study1","B",3599,"30",2826,"roots",88.888888888889,100
"w997785_npg",11,"Frequency Version C","PLANT","ROOT","Study1","B",5054,"66",4234,"animal",0,0
"938419",11,"Frequency Version C","POSITION","MACHINE","Study1","U",8277,"0",4094,"Go ",0,0
"952757",11,"Frequency Version C","POSITION","MACHINE","Study1","U",2928,"10",3189,"Sit",20,0
"966527",11,"Frequency Version C","POSITION","MACHINE","Study1","U",3059,"0",916,"",0,0
"w10029912",11,"Frequency Version C","POSITION","MACHINE","Study1","U",3152,"8",9560,"curve",33.333333333333,0
"W10080301",11,"Frequency Version C","POSITION","MACHINE","Study1","U",58994,"15",4159,"",0,0
"w10092415_DA",11,"Frequency Version C","POSITION","MACHINE","Study1","U",5698,"3",2911,"place",50,0
"w944315",11,"Frequency Version C","POSITION","MACHINE","Study1","U",6227,"5",2586,"machine",100,100
"w960899",11,"Frequency Version C","POSITION","MACHINE","Study1","U",2297,"0",1332,"",0,0
"w969987_kf",11,"Frequency Version C","POSITION","MACHINE","Study1","U",2913,"0",2694,"job",0,0
"w997785_npg",11,"Frequency Version C","POSITION","MACHINE","Study1","U",7884,"9",6923,"Less",18.181818181818,0
"938419",11,"Frequency Version C","RACKET","BALL","Study1","F",4459,"50",3154,"Ball ",100,100
"952757",11,"Frequency Version C","RACKET","BALL","Study1","F",4149,"75",1793,"Ball",100,100
"966527",11,"Frequency Version C","RACKET","BALL","Study1","F",3941,"90",2835,"Ball",100,100
"w10029912",11,"Frequency Version C","RACKET","BALL","Study1","F",3005,"75",2528,"ball",100,100
"W10080301",11,"Frequency Version C","RACKET","BALL","Study1","F",14558,"100",1779,"ball",100,100
"w10092415_DA",11,"Frequency Version C","RACKET","BALL","Study1","F",4246,"99",2517,"ball",100,100
"w944315",11,"Frequency Version C","RACKET","BALL","Study1","F",7384,"20",2659,"ball",100,100
"w960899",11,"Frequency Version C","RACKET","BALL","Study1","F",6180,"100",2121,"ball",100,100
"w969987_kf",11,"Frequency Version C","RACKET","BALL","Study1","F",5548,"100",1988,"ball",100,100
"w997785_npg",11,"Frequency Version C","RACKET","BALL","Study1","F",5141,"85",4260,"Ball",100,100
"938419",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",4780,"0",10579,"Talk ",22.222222222222,0
"952757",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",2278,"0",11411,"Food",0,0
"966527",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",2158,"0",2728,"",0,0
"w10029912",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",4138,"21",4891,"sugar",100,100
"W10080301",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",3770,"5",5044,"snow",22.222222222222,0
"w10092415_DA",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",2037,"99",6418,"chow",0,0
"w944315",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",4632,"0",11141,"sick",22.222222222222,0
"w960899",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",3576,"0",3106,"",0,0
"w969987_kf",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",1656,"0",1289,"",0,0
"w997785_npg",11,"Frequency Version C","RIDDLE","SUGAR","Study1","U",5813,"3",5210,"Not sure",46.153846153846,0
"938419",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",9189,"69",6376,"Brick ",0,0
"952757",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",1894,"100",10186,"",0,0
"966527",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",5940,"67",9200,"",0,0
"w10029912",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",2258,"85",2666,"geology",100,100
"W10080301",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",2772,"100",3629,"geology",100,100
"w10092415_DA",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",3058,"99",5920,"cord",18.181818181818,0
"w944315",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",7539,"50",4631,"",0,0
"w960899",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",4867,"50",3667,"geology",100,100
"w969987_kf",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",1965,"60",1910,"stone",16.666666666667,0
"w997785_npg",11,"Frequency Version C","ROCK","GEOLOGY","Study1","B",3916,"82",4121,"Stone",16.666666666667,0
"938419",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",4392,"80",7951,"Circle ",100,100
"952757",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",3004,"100",2417,"Circle",100,100
"966527",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",3084,"90",5325,"Circle",100,100
"w10029912",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",4130,"85",3064,"circle",100,100
"W10080301",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",11371,"90",16511,"circle",100,100
"w10092415_DA",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",5482,"100",2170,"circle",100,100
"w944315",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",2996,"99",5417,"circle",100,100
"w960899",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",5223,"10",3987,"",0,0
"w969987_kf",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",1665,"50",2840,"circle",100,100
"w997785_npg",11,"Frequency Version C","ROUND","CIRCLE","Study1","S",4377,"92",5255,"One",22.222222222222,0
"938419",11,"Frequency Version C","SACKING","DIETARY","Study1","U",3572,"0",8704,"Food ",18.181818181818,0
"952757",11,"Frequency Version C","SACKING","DIETARY","Study1","U",2011,"0",7376,"Eat",40,0
"966527",11,"Frequency Version C","SACKING","DIETARY","Study1","U",2977,"0",5771,"",0,0
"w10029912",11,"Frequency Version C","SACKING","DIETARY","Study1","U",3398,"24",7582,"hungry",30.769230769231,0
"W10080301",11,"Frequency Version C","SACKING","DIETARY","Study1","U",6375,"0",2689,"",0,0
"w10092415_DA",11,"Frequency Version C","SACKING","DIETARY","Study1","U",6149,"2",5815,"packing",14.285714285714,0
"w944315",11,"Frequency Version C","SACKING","DIETARY","Study1","U",5663,"0",7436,"",0,0
"w960899",11,"Frequency Version C","SACKING","DIETARY","Study1","U",2005,"0",1894,"",0,0
"w969987_kf",11,"Frequency Version C","SACKING","DIETARY","Study1","U",2591,"0",1285,"",0,0
"w997785_npg",11,"Frequency Version C","SACKING","DIETARY","Study1","U",4600,"1",6004,"Not sure",26.666666666667,0
"938419",11,"Frequency Version C","SALAD","LETTUCE","Study1","S",4518,"90",6231,"Ranch ",16.666666666667,0
